"","X","location","number","ABC","DateTime","Air_Temp","Tire","Tire_b","Soil","RH","Tire_RH","Solar","pcpn","dwpt","wdir","wspd","wspd_max","wstdv","Diff","Diff.S","Diff.ST","Diff.RH","Diff.b","condition","pull.date","sheet"
"18914",1540,"Arl","7","S",2021-10-27 21:00:00,6.8,5.719,NA,NA,86,95.591,0,0,NA,110.4,3.1,5.8,12.4,-1.081,NA,NA,9.59099999999999,NA,"pull5",2022-02-21,"B.4"
"18915",1545,"Arl","7","S",2021-10-27 22:00:00,5.9,4.895,NA,NA,90.5,97.721,0,0,NA,108.9,2.1,4.4,11.6,-1.005,NA,NA,7.221,NA,"pull5",2022-02-21,"B.4"
"18916",1546,"Arl","7","S",2021-10-27 23:00:00,5.3,4.558,NA,NA,94.1,99.25,0,0,NA,84.8,2,4,10.1,-0.742,NA,NA,5.15000000000001,NA,"pull5",2022-02-21,"B.4"
"18917",1551,"Arl","7","S",2021-10-28 00:00:00,5.1,4.454,NA,NA,95.2,100,0,0,NA,77,1.8,3.5,13.1,-0.646,NA,NA,4.8,NA,"pull5",2022-02-21,"B.4"
"18918",1554,"Arl","7","S",2021-10-28 01:00:00,5.9,5.076,NA,NA,94.7,100,0,0,NA,87.3,2.1,3.8,11,-0.824000000000001,NA,NA,5.3,NA,"pull5",2022-02-21,"B.4"
"18919",1557,"Arl","7","S",2021-10-28 02:00:00,5.9,5.179,NA,NA,95.2,100,0,0,NA,91.2,1.8,3.4,9.9,-0.721,NA,NA,4.8,NA,"pull5",2022-02-21,"B.4"
"18920",1559,"Arl","7","S",2021-10-28 03:00:00,5.7,5.205,NA,NA,96.5,100,0,0,NA,80.7,1.5,3.4,9.4,-0.495,NA,NA,3.5,NA,"pull5",2022-02-21,"B.4"
"18921",1563,"Arl","7","S",2021-10-28 04:00:00,6.3,5.591,NA,NA,95.5,100,0,0,NA,86.3,2,3.6,13.3,-0.709,NA,NA,4.5,NA,"pull5",2022-02-21,"B.4"
"18922",1566,"Arl","7","S",2021-10-28 05:00:00,6.6,5.514,NA,NA,95.4,100,0,0,NA,69.2,1.4,3.8,18.9,-1.086,NA,NA,4.59999999999999,NA,"pull5",2022-02-21,"B.4"
"18923",1569,"Arl","7","S",2021-10-28 06:00:00,6,5.334,NA,NA,97.4,100,0,0,NA,56.7,1.4,2.8,17.1,-0.666,NA,NA,2.59999999999999,NA,"pull5",2022-02-21,"B.4"
"18924",1572,"Arl","7","S",2021-10-28 07:00:00,6.3,5.847,NA,NA,97.4,100,0,0,NA,53.4,2,4.4,18.7,-0.452999999999999,NA,NA,2.59999999999999,NA,"pull5",2022-02-21,"B.4"
"18925",1573,"Arl","7","S",2021-10-28 08:00:00,6.7,6.737,NA,NA,97.7,100,4.4,0,NA,50.7,2.6,4.4,12.9,0.0369999999999999,NA,NA,2.3,NA,"pull5",2022-02-21,"B.4"
"18926",1576,"Arl","7","S",2021-10-28 09:00:00,7.7,8.17,NA,NA,99.5,100,61.5,0,NA,49.3,2.8,5.2,16.1,0.47,NA,NA,0.5,NA,"pull5",2022-02-21,"B.4"
"18927",1579,"Arl","7","S",2021-10-28 10:00:00,8.8,9.188,NA,NA,99.4,100,105.1,0,NA,64,4,7.7,13.8,0.388,NA,NA,0.599999999999994,NA,"pull5",2022-02-21,"B.4"
"18928",1582,"Arl","7","S",2021-10-28 11:00:00,9.5,10.124,NA,NA,97.5,100,221.8,0,NA,63,4.2,7.1,12.6,0.624000000000001,NA,NA,2.5,NA,"pull5",2022-02-21,"B.4"
"18929",1587,"Arl","7","S",2021-10-28 12:00:00,9.7,9.903,NA,NA,98.4,100,100.4,0,NA,67.4,3.9,6.3,13.3,0.203000000000001,NA,NA,1.59999999999999,NA,"pull5",2022-02-21,"B.4"
"18930",1590,"Arl","7","S",2021-10-28 13:00:00,9.9,10.026,NA,NA,97.9,100,78.3,0,NA,69.9,3,5.6,14.2,0.125999999999999,NA,NA,2.09999999999999,NA,"pull5",2022-02-21,"B.4"
"18931",1591,"Arl","7","S",2021-10-28 14:00:00,10.1,10.247,NA,NA,96.3,100,85.2,0.25,NA,50.6,2.6,4.8,13.1,0.147,NA,NA,3.7,NA,"pull5",2022-02-21,"B.4"
"18932",1594,"Arl","7","S",2021-10-28 15:00:00,10.2,10.222,NA,NA,95.3,100,88.4,0,NA,49.4,3,6.3,13.7,0.0220000000000002,NA,NA,4.7,NA,"pull5",2022-02-21,"B.4"
"18933",1599,"Arl","7","S",2021-10-28 16:00:00,10.2,9.952,NA,NA,93,100,49.3,0,NA,48.6,2.9,5.8,15.3,-0.247999999999999,NA,NA,7,NA,"pull5",2022-02-21,"B.4"
"18934",1601,"Arl","7","S",2021-10-28 17:00:00,9.9,9.731,NA,NA,95.6,100,55.1,0.25,NA,38.7,3.6,5.9,13.9,-0.169,NA,NA,4.40000000000001,NA,"pull5",2022-02-21,"B.4"
"18935",1605,"Arl","7","S",2021-10-28 18:00:00,9.6,9.361,NA,NA,97.2,100,18.5,0.76,NA,29.4,3,5.3,12.7,-0.238999999999999,NA,NA,2.8,NA,"pull5",2022-02-21,"B.4"
"18936",1606,"Arl","7","S",2021-10-28 19:00:00,9.3,9.064,NA,NA,98,100,0.1,1.02,NA,27.5,3.1,5.6,13,-0.236000000000001,NA,NA,2,NA,"pull5",2022-02-21,"B.4"
"18937",1609,"Arl","7","S",2021-10-28 20:00:00,9.2,9.089,NA,NA,98.8,100,0,1.27,NA,21.1,3.5,5.5,13.8,-0.110999999999999,NA,NA,1.2,NA,"pull5",2022-02-21,"B.4"
"18938",1613,"Arl","7","S",2021-10-28 21:00:00,9.4,9.312,NA,NA,98.8,100,0,0.76,NA,19.5,4,6.2,14.3,-0.088000000000001,NA,NA,1.2,NA,"pull5",2022-02-21,"B.4"
"18939",1617,"Arl","7","S",2021-10-28 22:00:00,9.6,9.386,NA,NA,99,100,0,0,NA,21,4.2,6.5,16.4,-0.214,NA,NA,1,NA,"pull5",2022-02-21,"B.4"
"18940",1620,"Arl","7","S",2021-10-28 23:00:00,9.5,9.312,NA,NA,98.9,100,0,0,NA,21.5,4.1,7,15.5,-0.188000000000001,NA,NA,1.09999999999999,NA,"pull5",2022-02-21,"B.4"
"18941",1621,"Arl","7","S",2021-10-29 00:00:00,9.5,9.361,NA,NA,99.1,100,0,1.02,NA,21.4,4.1,7.1,15.1,-0.138999999999999,NA,NA,0.900000000000006,NA,"pull5",2022-02-21,"B.4"
"18942",1625,"Arl","7","S",2021-10-29 01:00:00,9.5,9.46,NA,NA,99.2,100,0,0,NA,20.7,4.1,7.2,17.2,-0.0399999999999991,NA,NA,0.799999999999997,NA,"pull5",2022-02-21,"B.4"
"18943",1629,"Arl","7","S",2021-10-29 02:00:00,9.6,9.534,NA,NA,99.2,100,0,0,NA,19.2,4.4,7.1,20.2,-0.0659999999999989,NA,NA,0.799999999999997,NA,"pull5",2022-02-21,"B.4"
"18944",1630,"Arl","7","S",2021-10-29 03:00:00,9.4,9.361,NA,NA,99.1,100,0,0,NA,22.2,4.3,7.2,17.1,-0.0389999999999997,NA,NA,0.900000000000006,NA,"pull5",2022-02-21,"B.4"
"18945",1635,"Arl","7","S",2021-10-29 04:00:00,9.2,9.163,NA,NA,98.8,100,0,0,NA,14.6,3.8,6.5,19.3,-0.036999999999999,NA,NA,1.2,NA,"pull5",2022-02-21,"B.4"
"18946",1637,"Arl","7","S",2021-10-29 05:00:00,9,8.965,NA,NA,98.7,100,0,0,NA,6.8,3.9,7.4,28.2,-0.0350000000000001,NA,NA,1.3,NA,"pull5",2022-02-21,"B.4"
"18947",1639,"Arl","7","S",2021-10-29 06:00:00,8.9,8.817,NA,NA,97.7,100,0,0,NA,12.6,4.9,8,24.1,-0.0830000000000002,NA,NA,2.3,NA,"pull5",2022-02-21,"B.4"
"18948",1643,"Arl","7","S",2021-10-29 07:00:00,8.9,8.891,NA,NA,97.7,100,0,0,NA,11.8,4.4,7.7,23.4,-0.00900000000000034,NA,NA,2.3,NA,"pull5",2022-02-21,"B.4"
"18949",1646,"Arl","7","S",2021-10-29 08:00:00,9.1,8.891,NA,NA,96.1,100,6.2,0,NA,17.6,5.1,8.9,20.3,-0.209,NA,NA,3.90000000000001,NA,"pull5",2022-02-21,"B.4"
"18950",1649,"Arl","7","S",2021-10-29 09:00:00,9.1,8.817,NA,NA,92.7,100,42.7,0,NA,21.1,5.3,8.4,16,-0.282999999999999,NA,NA,7.3,NA,"pull5",2022-02-21,"B.4"
"18951",1653,"Arl","7","S",2021-10-29 10:00:00,9,8.99,NA,NA,92.5,100,112.5,0,NA,23.8,5.1,8.3,14.6,-0.00999999999999979,NA,NA,7.5,NA,"pull5",2022-02-21,"B.4"
"18952",1656,"Arl","7","S",2021-10-29 11:00:00,9.2,9.386,NA,NA,91.1,100,191.1,0,NA,24.4,4.7,8.6,16.9,0.186,NA,NA,8.90000000000001,NA,"pull5",2022-02-21,"B.4"
"18953",1657,"Arl","7","S",2021-10-29 12:00:00,9.6,10.369,NA,NA,88.5,97.129,350.4,0,NA,8.9,5,8.3,28.2,0.769,NA,NA,8.629,NA,"pull5",2022-02-21,"B.4"
"18954",1661,"Arl","7","S",2021-10-29 13:00:00,10.1,10.712,NA,NA,83.7,94.213,267.3,0,NA,17,5.2,8.6,19.4,0.612,NA,NA,10.513,NA,"pull5",2022-02-21,"B.4"
"18955",1663,"Arl","7","S",2021-10-29 14:00:00,10.4,10.98,NA,NA,79.7,91.097,254.5,0,NA,13.6,5.5,9.1,21.6,0.58,NA,NA,11.397,NA,"pull5",2022-02-21,"B.4"
"18956",1666,"Arl","7","S",2021-10-29 15:00:00,10.6,11.516,NA,NA,75.2,88.334,293,0,NA,13.7,5.3,9.5,23.7,0.916,NA,NA,13.134,NA,"pull5",2022-02-21,"B.4"
"18957",1669,"Arl","7","S",2021-10-29 16:00:00,11.1,11.734,NA,NA,73.3,86.272,300,0,NA,15.4,4.6,7.7,19.7,0.634,NA,NA,12.972,NA,"pull5",2022-02-21,"B.4"
"18958",1674,"Arl","7","S",2021-10-29 17:00:00,11.6,11.953,NA,NA,71.7,85.071,254.2,0,NA,16.7,4.4,7.7,17.3,0.353,NA,NA,13.371,NA,"pull5",2022-02-21,"B.4"
"18959",1675,"Arl","7","S",2021-10-29 18:00:00,11.7,10.883,NA,NA,70.3,87.206,46.1,0,NA,17.1,4.3,7,19.8,-0.817,NA,NA,16.906,NA,"pull5",2022-02-21,"B.4"
"18960",1679,"Arl","7","S",2021-10-29 19:00:00,11.3,10.222,NA,NA,71,89.506,1,0,NA,15.1,3.7,6.7,21.2,-1.078,NA,NA,18.506,NA,"pull5",2022-02-21,"B.4"
"18961",1681,"Arl","7","S",2021-10-29 20:00:00,11,10.051,NA,NA,73.5,90.345,0,0,NA,8.1,3.2,6.3,18.7,-0.949,NA,NA,16.845,NA,"pull5",2022-02-21,"B.4"
"18962",1685,"Arl","7","S",2021-10-29 21:00:00,10.4,9.114,NA,NA,75.8,92.675,0,0,NA,5.1,3.5,6,24.9,-1.286,NA,NA,16.875,NA,"pull5",2022-02-21,"B.4"
"18963",1688,"Arl","7","S",2021-10-29 22:00:00,9.5,8.02,NA,NA,79,95.216,0,0,NA,4,3.4,6.3,24.9,-1.48,NA,NA,16.216,NA,"pull5",2022-02-21,"B.4"
"18964",1690,"Arl","7","S",2021-10-29 23:00:00,9,8.295,NA,NA,81.9,95.64,0,0,NA,359.6,3.4,6.2,27.5,-0.705,NA,NA,13.74,NA,"pull5",2022-02-21,"B.4"
"18965",1695,"Arl","7","S",2021-10-30 00:00:00,8.6,7.895,NA,NA,82.6,94.731,0,0,NA,358.5,4.2,7.1,28.2,-0.705,NA,NA,12.131,NA,"pull5",2022-02-21,"B.4"
"18966",1698,"Arl","7","S",2021-10-30 01:00:00,7.8,7.444,NA,NA,86,97.051,0,0,NA,0.4,4,6.7,28.2,-0.356,NA,NA,11.051,NA,"pull5",2022-02-21,"B.4"
"18967",1700,"Arl","7","S",2021-10-30 02:00:00,8,7.72,NA,NA,84.4,95.335,0,0,NA,3,4.2,6.7,29,-0.28,NA,NA,10.935,NA,"pull5",2022-02-21,"B.4"
"18968",1704,"Arl","7","S",2021-10-30 03:00:00,7.8,7.519,NA,NA,86.1,96.079,0,0,NA,4.1,4.1,6.7,29.8,-0.281,NA,NA,9.979,NA,"pull5",2022-02-21,"B.4"
"18969",1707,"Arl","7","S",2021-10-30 04:00:00,8.1,7.92,NA,NA,84.3,95.239,0,0,NA,14.3,4,7.4,23.9,-0.18,NA,NA,10.939,NA,"pull5",2022-02-21,"B.4"
"18970",1710,"Arl","7","S",2021-10-30 05:00:00,8.1,7.82,NA,NA,85.9,95.812,0,0,NA,357.9,3.1,6,23.4,-0.279999999999999,NA,NA,9.91199999999999,NA,"pull5",2022-02-21,"B.4"
"18971",1711,"Arl","7","S",2021-10-30 06:00:00,7,7.116,NA,NA,91.2,97.874,0,0,NA,345.2,1.9,3.8,24.1,0.116,NA,NA,6.67399999999999,NA,"pull5",2022-02-21,"B.4"
"18972",1716,"Arl","7","S",2021-10-30 07:00:00,6.9,7.015,NA,NA,91.7,98.312,0,0,NA,350.9,2.1,4,22.2,0.114999999999999,NA,NA,6.61199999999999,NA,"pull5",2022-02-21,"B.4"
"18973",1717,"Arl","7","S",2021-10-30 08:00:00,6.5,6.102,NA,NA,92.7,98.057,31.1,0,NA,351.3,2,4,20.5,-0.398,NA,NA,5.357,NA,"pull5",2022-02-21,"B.4"
"18974",1721,"Arl","7","S",2021-10-30 09:00:00,6.6,7.368,NA,NA,91.9,100,417.5,0,NA,347.7,2.8,5.3,23.8,0.768000000000001,NA,NA,8.09999999999999,NA,"pull5",2022-02-21,"B.4"
"18975",1724,"Arl","7","S",2021-10-30 10:00:00,8.3,10.638,NA,NA,85.4,90.648,734.4,0,NA,22.7,3.7,6.2,19.8,2.338,NA,NA,5.24799999999999,NA,"pull5",2022-02-21,"B.4"
"18976",1727,"Arl","7","S",2021-10-30 11:00:00,8.8,13.112,NA,NA,85.5,83.997,854.3,0,NA,34.7,3.7,6.8,16.9,4.312,NA,NA,-1.503,NA,"pull5",2022-02-21,"B.4"
"18977",1730,"Arl","7","S",2021-10-30 12:00:00,9.4,14.074,NA,NA,83,80.811,683.1,0,NA,33.2,2.9,5.2,20.9,4.674,NA,NA,-2.18899999999999,NA,"pull5",2022-02-21,"B.4"
"18978",1733,"Arl","7","S",2021-10-30 13:00:00,10.2,15.819,NA,NA,79.7,77.271,855.6,0,NA,20.3,2.6,5.2,23.2,5.619,NA,NA,-2.429,NA,"pull5",2022-02-21,"B.4"
"18979",1736,"Arl","7","S",2021-10-30 14:00:00,11.4,18.866,NA,NA,74.2,68.484,1437.4,0,NA,22.5,2.9,5.6,23.4,7.466,NA,NA,-5.71600000000001,NA,"pull5",2022-02-21,"B.4"
"18980",1739,"Arl","7","S",2021-10-30 15:00:00,11.7,17.605,NA,NA,72.9,71.191,1012.5,0,NA,39.4,3,5.8,19.9,5.905,NA,NA,-1.709,NA,"pull5",2022-02-21,"B.4"
"18981",1743,"Arl","7","S",2021-10-30 16:00:00,12.4,18.01,NA,NA,68.7,69.787,1118.2,0,NA,45.8,2.4,4.8,22.5,5.61,NA,NA,1.087,NA,"pull5",2022-02-21,"B.4"
"18982",1745,"Arl","7","S",2021-10-30 17:00:00,12.6,15.366,NA,NA,67.3,80.017,632.3,0,NA,67.5,1.2,3.5,17.8,2.766,NA,NA,12.717,NA,"pull5",2022-02-21,"B.4"
"18983",1749,"Arl","7","S",2021-10-30 18:00:00,10.9,9.706,NA,NA,73.5,91.11,132.9,0,NA,113.8,0.6,1.7,7.9,-1.194,NA,NA,17.61,NA,"pull5",2022-02-21,"B.4"
"18984",1750,"Arl","7","S",2021-10-30 19:00:00,7.4,5.076,NA,NA,87.9,97.185,0.9,0,NA,135,0,0.9,0.6,-2.324,NA,NA,9.285,NA,"pull5",2022-02-21,"B.4"
"18985",1754,"Arl","7","S",2021-10-30 20:00:00,5.1,3.248,NA,NA,94.8,99.093,0,0,NA,237.2,0.1,1.7,22.1,-1.852,NA,NA,4.29300000000001,NA,"pull5",2022-02-21,"B.4"
"18986",1756,"Arl","7","S",2021-10-30 21:00:00,3.7,2.423,NA,NA,98.5,100,0,0,NA,314.9,0.1,1.1,22.2,-1.277,NA,NA,1.5,NA,"pull5",2022-02-21,"B.4"
"18987",1761,"Arl","7","S",2021-10-30 22:00:00,4.8,2.074,NA,NA,99.1,100,0,0,NA,26.2,0.1,1.1,8.3,-2.726,NA,NA,0.900000000000006,NA,"pull5",2022-02-21,"B.4"
"18988",1763,"Arl","7","S",2021-10-30 23:00:00,4.1,1.289,NA,NA,98.1,100,0,0,NA,159.5,0,0.9,1.5,-2.811,NA,NA,1.90000000000001,NA,"pull5",2022-02-21,"B.4"
"18989",1767,"Arl","7","S",2021-10-31 00:00:00,3.7,0.77,NA,NA,99.8,100,0,0,NA,306.7,0.1,1.4,4.5,-2.93,NA,NA,0.200000000000003,NA,"pull5",2022-02-21,"B.4"
"18990",1769,"Arl","7","S",2021-10-31 01:00:00,4.8,0.495,NA,NA,99,100,0,0,NA,280.5,0.8,1.6,6.1,-4.305,NA,NA,1,NA,"pull5",2022-02-21,"B.4"
"18991",1771,"Arl","7","S",2021-10-31 02:00:00,4.4,0.715,NA,NA,98.4,100,0,0,NA,286.1,1,2.5,5.1,-3.685,NA,NA,1.59999999999999,NA,"pull5",2022-02-21,"B.4"
"18992",1776,"Arl","7","S",2021-10-31 03:00:00,5.3,2.53,NA,NA,92.9,100,0,0,NA,307.6,1.8,4.7,11.2,-2.77,NA,NA,7.09999999999999,NA,"pull5",2022-02-21,"B.4"
"18993",1779,"Arl","7","S",2021-10-31 04:00:00,6.9,4.584,NA,NA,87.1,100,0,0,NA,327.6,2.8,4.7,14.5,-2.316,NA,NA,12.9,NA,"pull5",2022-02-21,"B.4"
"18994",1781,"Arl","7","S",2021-10-31 05:00:00,6.8,5.024,NA,NA,87.2,100,0,0,NA,325.6,3.4,6,16.4,-1.776,NA,NA,12.8,NA,"pull5",2022-02-21,"B.4"
"18995",1783,"Arl","7","S",2021-10-31 06:00:00,6.4,5.024,NA,NA,88.8,100,0,0,NA,317.9,3.8,7.2,14.5,-1.376,NA,NA,11.2,NA,"pull5",2022-02-21,"B.4"
"18996",1787,"Arl","7","S",2021-10-31 07:00:00,6.5,5.282,NA,NA,89.5,100,0,0,NA,323.7,4,6.7,16.8,-1.218,NA,NA,10.5,NA,"pull5",2022-02-21,"B.4"
"18997",1791,"Arl","7","S",2021-10-31 08:00:00,6.8,6.204,NA,NA,89.6,100,3.8,0,NA,317.4,4.4,7.7,14.7,-0.596,NA,NA,10.4,NA,"pull5",2022-02-21,"B.4"
"18998",1792,"Arl","7","S",2021-10-31 09:00:00,7,6.458,NA,NA,86.5,100,68,0,NA,316.4,4.5,7.5,12.3,-0.542,NA,NA,13.5,NA,"pull5",2022-02-21,"B.4"
"18999",1797,"Arl","7","S",2021-10-31 10:00:00,6.9,7.72,NA,NA,79,100,267.6,0,NA,318.4,4.8,7.4,13.8,0.819999999999999,NA,NA,21,NA,"pull5",2022-02-21,"B.4"
"19000",1800,"Arl","7","S",2021-10-31 11:00:00,7.1,9.04,NA,NA,68.7,86.946,567.8,0,NA,318.9,5.9,9.3,18.6,1.94,NA,NA,18.246,NA,"pull5",2022-02-21,"B.4"
"19001",1801,"Arl","7","S",2021-10-31 12:00:00,7.9,13.738,NA,NA,60.9,71.624,1508.3,0,NA,313.3,5.6,9.1,20.3,5.838,NA,NA,10.724,NA,"pull5",2022-02-21,"B.4"
"19002",1806,"Arl","7","S",2021-10-31 13:00:00,8.6,15.939,NA,NA,53,66.257,1779.8,0,NA,314.1,5.9,9.7,16.3,7.339,NA,NA,13.257,NA,"pull5",2022-02-21,"B.4"
"19003",1808,"Arl","7","S",2021-10-31 14:00:00,9.1,16.701,NA,NA,48.4,59.137,1769.2,0,NA,316,6.4,10.4,15.2,7.601,NA,NA,10.737,NA,"pull5",2022-02-21,"B.4"
"19004",1811,"Arl","7","S",2021-10-31 15:00:00,9.1,15.223,NA,NA,45.4,56.613,1477.9,0,NA,304.4,6.9,10.7,15.7,6.123,NA,NA,11.213,NA,"pull5",2022-02-21,"B.4"
"19005",1815,"Arl","7","S",2021-10-31 16:00:00,8.9,13.377,NA,NA,42.5,56.302,1138.5,0,NA,311.6,6.6,10.2,15.9,4.477,NA,NA,13.802,NA,"pull5",2022-02-21,"B.4"
"19006",1818,"Arl","7","S",2021-10-31 17:00:00,7.6,8.693,NA,NA,44.2,63.905,425.2,0,NA,308.3,6,9.5,15.5,1.093,NA,NA,19.705,NA,"pull5",2022-02-21,"B.4"
"19007",1819,"Arl","7","S",2021-10-31 18:00:00,6.1,4.869,NA,NA,50.2,78.868,94.4,0,NA,296.8,3.8,8.2,12.6,-1.231,NA,NA,28.668,NA,"pull5",2022-02-21,"B.4"
"19008",1823,"Arl","7","S",2021-10-31 19:00:00,4.5,2.37,NA,NA,56.5,86.282,0.7,0,NA,290.1,2.5,5.6,10.5,-2.13,NA,NA,29.782,NA,"pull5",2022-02-21,"B.4"
"19009",1826,"Arl","7","S",2021-10-31 20:00:00,1.9,0.051,NA,NA,69,90.152,0,0,NA,266.4,1.9,3.5,8.2,-1.849,NA,NA,21.152,NA,"pull5",2022-02-21,"B.4"
"19010",1830,"Arl","7","S",2021-10-31 21:00:00,1.3,-1.213,NA,NA,69.4,94.482,0,0,NA,265.9,1.8,2.8,5.7,-2.513,NA,NA,25.082,NA,"pull5",2022-02-21,"B.4"
"19011",1833,"Arl","7","S",2021-10-31 22:00:00,1,-1.556,NA,NA,71.7,95.156,0.1,0,NA,266.4,1.9,2.9,4.8,-2.556,NA,NA,23.456,NA,"pull5",2022-02-21,"B.4"
"19012",1836,"Arl","7","S",2021-10-31 23:00:00,0.9,-1.157,NA,NA,73.3,95.506,0.1,0,NA,264.6,2.3,3.8,6.4,-2.057,NA,NA,22.206,NA,"pull5",2022-02-21,"B.4"
"19013",1837,"Arl","7","S",2021-11-01 00:00:00,0.6,-1.356,NA,NA,77.3,95.929,0.1,0,NA,273.5,2.2,4.1,9.2,-1.956,NA,NA,18.629,NA,"pull5",2022-02-21,"B.4"
"19014",1842,"Arl","7","S",2021-11-01 01:00:00,0.8,-1.699,NA,NA,76.9,96.784,0.1,0,NA,293.4,2.2,3.8,12.8,-2.499,NA,NA,19.884,NA,"pull5",2022-02-21,"B.4"
"19015",1843,"Arl","7","S",2021-11-01 02:00:00,-0.4,-2.421,NA,NA,81,96.628,0.2,0,NA,266.2,1.7,3.5,15.5,-2.021,NA,NA,15.628,NA,"pull5",2022-02-21,"B.4"
"19016",1848,"Arl","7","S",2021-11-01 03:00:00,-1.2,-2.566,NA,NA,84,96.775,0.1,0,NA,238.5,1.9,3.4,10,-1.366,NA,NA,12.775,NA,"pull5",2022-02-21,"B.4"
"19017",1850,"Arl","7","S",2021-11-01 04:00:00,-0.5,-2.015,NA,NA,79.6,96.481,0.1,0,NA,254,2.4,3.8,9.6,-1.515,NA,NA,16.881,NA,"pull5",2022-02-21,"B.4"
"19018",1852,"Arl","7","S",2021-11-01 05:00:00,-0.7,-2.044,NA,NA,79.9,95.665,0,0,NA,253.6,2.7,4.5,9.7,-1.344,NA,NA,15.765,NA,"pull5",2022-02-21,"B.4"
"19019",1857,"Arl","7","S",2021-11-01 06:00:00,-1.5,-2.508,NA,NA,83.7,95.655,0,0,NA,247.3,2.5,4.1,13.4,-1.008,NA,NA,11.955,NA,"pull5",2022-02-21,"B.4"
"19020",1860,"Arl","7","S",2021-11-01 07:00:00,-3.1,-3.449,NA,NA,91.2,96.549,0.1,0,NA,229,1.8,2.6,7.1,-0.349,NA,NA,5.349,NA,"pull5",2022-02-21,"B.4"
"19021",1861,"Arl","7","S",2021-11-01 08:00:00,-2.4,-2.218,NA,NA,90.2,97.864,26.4,0,NA,236.1,2.6,4,11.8,0.182,NA,NA,7.664,NA,"pull5",2022-02-21,"B.4"
"19022",1866,"Arl","7","S",2021-11-01 09:00:00,-1,-0.732,NA,NA,85.4,97.366,195.9,0,NA,245.7,2.5,4.4,8.3,0.268,NA,NA,11.966,NA,"pull5",2022-02-21,"B.4"
"19023",1868,"Arl","7","S",2021-11-01 10:00:00,0.6,2.128,NA,NA,80,96.465,673.3,0,NA,251.9,3.4,5.5,12.2,1.528,NA,NA,16.465,NA,"pull5",2022-02-21,"B.4"
"19024",1872,"Arl","7","S",2021-11-01 11:00:00,2.4,5.591,NA,NA,72.2,83.164,948.9,0,NA,264.9,3.5,5.6,11.7,3.191,NA,NA,10.964,NA,"pull5",2022-02-21,"B.4"
"19025",1875,"Arl","7","S",2021-11-01 12:00:00,4.6,9.903,NA,NA,62,66.478,1496.7,0,NA,264.6,3.8,7.7,14.3,5.303,NA,NA,4.47799999999999,NA,"pull5",2022-02-21,"B.4"
"19026",1877,"Arl","7","S",2021-11-01 13:00:00,6.3,11.516,NA,NA,50.5,55.269,1724.8,0,NA,269.1,5.5,10.4,16.3,5.216,NA,NA,4.769,NA,"pull5",2022-02-21,"B.4"
"19027",1881,"Arl","7","S",2021-11-01 14:00:00,6.7,12.195,NA,NA,44.2,51.829,1654.7,0,NA,272,6.3,9.9,14.8,5.495,NA,NA,7.629,NA,"pull5",2022-02-21,"B.4"
"19028",1883,"Arl","7","S",2021-11-01 15:00:00,5.6,8.444,NA,NA,48.3,65.556,663.5,0,NA,288.2,5.7,9.3,15.4,2.844,NA,NA,17.256,NA,"pull5",2022-02-21,"B.4"
"19029",1885,"Arl","7","S",2021-11-01 16:00:00,4.9,6.763,NA,NA,47.7,67.042,415.7,0,NA,298.5,5.4,9.5,17.3,1.863,NA,NA,19.342,NA,"pull5",2022-02-21,"B.4"
"19030",1889,"Arl","7","S",2021-11-01 17:00:00,4.3,5.179,NA,NA,49.9,71.02,163.3,0,NA,304.3,3.9,6.8,13.8,0.879,NA,NA,21.12,NA,"pull5",2022-02-21,"B.4"
"19031",1893,"Arl","7","S",2021-11-01 18:00:00,3.7,3.512,NA,NA,51.4,73.402,37.1,0,NA,287.7,3.7,7.1,12.5,-0.188,NA,NA,22.002,NA,"pull5",2022-02-21,"B.4"
"19032",1895,"Arl","7","S",2021-11-01 19:00:00,3.1,2.637,NA,NA,56.1,77.526,0.4,0,NA,280.1,2.5,4.8,11.8,-0.463,NA,NA,21.426,NA,"pull5",2022-02-21,"B.4"
"19033",1897,"Arl","7","S",2021-11-01 20:00:00,2.7,2.262,NA,NA,59.5,78.797,0,0,NA,269.3,2.2,5.3,9.2,-0.438,NA,NA,19.297,NA,"pull5",2022-02-21,"B.4"
"19034",1900,"Arl","7","S",2021-11-01 21:00:00,2.8,2.128,NA,NA,58.8,80.243,0,0,NA,281.3,2.7,5.2,10.3,-0.672,NA,NA,21.443,NA,"pull5",2022-02-21,"B.4"
"19035",1905,"Arl","7","S",2021-11-01 22:00:00,2.5,1.805,NA,NA,61.7,82.855,0,0,NA,277.8,2.5,4.8,10.4,-0.695,NA,NA,21.155,NA,"pull5",2022-02-21,"B.4"
"19036",1907,"Arl","7","S",2021-11-01 23:00:00,2,1.643,NA,NA,65.8,84.492,0,0,NA,271,1.9,3.8,8.3,-0.357,NA,NA,18.692,NA,"pull5",2022-02-21,"B.4"
"19037",1909,"Arl","7","S",2021-11-02 00:00:00,2,1.099,NA,NA,66,86.352,0,0,NA,280.2,2.3,4.4,9.6,-0.901,NA,NA,20.352,NA,"pull5",2022-02-21,"B.4"
"19038",1912,"Arl","7","S",2021-11-02 01:00:00,-0.3,-1.584,NA,NA,75.2,91.569,0,0,NA,277,1.6,3,10.1,-1.284,NA,NA,16.369,NA,"pull5",2022-02-21,"B.4"
